,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
233084,EV4FQO8UYA,67,94078,247396,683,29,2,16.11,60,0.58,Master's,Part-time,Divorced,1,Yes,Auto,0,0
35512,J8KOQLLPYK,47,135922,99043,440,1,3,5.93,12,0.48,High School,Part-time,Single,0,Yes,Business,0,0
112160,7VXB3WRF8W,21,136064,171571,314,19,1,20.12,12,0.72,High School,Full-time,Divorced,0,Yes,Home,0,0
129182,MNFSS6G8M8,28,32305,146045,826,38,3,7.52,60,0.65,High School,Self-employed,Single,0,Yes,Auto,0,1
214707,M6Z2GFFDP5,33,33507,205449,418,50,3,2.47,12,0.51,Bachelor's,Unemployed,Divorced,0,No,Education,0,0
47464,T9BCBZJNB1,23,102475,144144,672,13,4,9.53,24,0.16,High School,Unemployed,Married,1,No,Home,1,1
195307,XUVG773TC2,18,106405,177038,740,68,3,21.33,36,0.76,Master's,Self-employed,Single,0,No,Auto,1,0
93326,DSLB02M9TY,29,44210,39016,397,101,1,19.69,24,0.58,Bachelor's,Full-time,Single,0,No,Home,1,1
72453,I4R5L10TDL,65,120695,16585,560,46,3,10.52,24,0.82,Bachelor's,Full-time,Divorced,0,No,Other,0,0
170389,1RQXPWS77B,32,56799,172852,773,33,1,6.05,12,0.64,Bachelor's,Unemployed,Single,0,Yes,Home,0,0
204951,NM7YGKW0SD,29,23318,143964,317,108,4,8.4,60,0.72,Bachelor's,Unemployed,Divorced,0,Yes,Home,0,0
59578,2U46O3BBH2,69,35155,125012,705,19,3,8.91,12,0.52,High School,Unemployed,Single,1,Yes,Auto,1,0
236725,53T7VTG59U,57,105087,227829,532,95,2,5.24,60,0.14,PhD,Part-time,Single,0,No,Home,0,0
66839,6XKU96KW0W,23,65544,49729,819,103,3,19.53,24,0.52,Bachelor's,Self-employed,Single,1,No,Auto,1,1
54377,5ZFF9ZR46N,47,119775,61462,672,7,1,10.51,36,0.19,PhD,Part-time,Single,1,No,Auto,1,0
20847,CPC6W2JOCG,69,148202,55854,415,81,3,5.52,60,0.28,PhD,Unemployed,Divorced,0,No,Education,1,0
148792,VJET2KTIC9,29,120233,60087,451,75,2,18.13,60,0.48,Master's,Self-employed,Single,0,Yes,Other,1,0
101293,JGMY3QDBNK,34,38013,12451,349,71,2,4.27,48,0.79,PhD,Part-time,Divorced,1,Yes,Education,0,0
236041,XG1CC6859D,37,120757,237097,617,8,3,14.02,36,0.77,Bachelor's,Full-time,Single,1,No,Other,0,0
154808,BWX1IH19HM,48,85923,237477,500,29,4,2.44,24,0.41,High School,Unemployed,Single,1,Yes,Other,1,0
181109,K1GA11MA6I,38,15496,45597,407,101,2,10.4,36,0.32,High School,Unemployed,Married,1,Yes,Auto,0,1
240124,9JGARPIPEZ,48,140426,25600,795,42,2,9.04,12,0.44,PhD,Self-employed,Single,0,No,Other,1,0
174944,IXDBLFJA1W,34,35991,60626,446,54,3,6.71,12,0.29,PhD,Full-time,Single,1,Yes,Business,1,1
145200,PUQ09YDO2J,44,122971,152447,821,90,2,18.11,60,0.11,Master's,Part-time,Single,1,No,Education,1,0
47497,4FP5LJ5B29,69,118209,90177,632,30,1,3.93,36,0.21,Bachelor's,Full-time,Single,0,No,Other,1,0
48382,W5OR1RW7B9,37,148388,58881,337,34,1,3.43,12,0.71,Master's,Full-time,Single,1,No,Other,0,0
209897,OPC6NKA07L,22,54314,153723,554,21,4,12.9,48,0.29,Bachelor's,Self-employed,Married,0,Yes,Home,1,0
254698,XV6RPFO0OV,43,48494,95704,780,7,4,19.86,48,0.22,Master's,Self-employed,Divorced,0,Yes,Business,1,0
230333,725KW67ZN6,36,90695,120413,513,22,3,18.7,12,0.65,Bachelor's,Full-time,Married,1,Yes,Other,0,0
251956,ZQU48E71MT,46,26259,73176,604,63,2,17.58,60,0.33,PhD,Part-time,Married,0,Yes,Education,0,0
253317,VA98YYOTII,41,126207,37614,404,31,1,21.07,36,0.18,Master's,Part-time,Married,1,No,Education,1,0
205356,8D0JZPQ1M1,45,88259,218910,438,18,1,17.23,60,0.79,Bachelor's,Unemployed,Divorced,0,No,Other,0,0
27802,W6TB5CAZZW,24,37616,7880,522,6,1,20.37,48,0.48,Master's,Full-time,Single,0,Yes,Auto,0,1
1907,MO4330Q16T,29,67659,44124,351,36,4,2.31,24,0.85,High School,Part-time,Married,0,Yes,Auto,0,0
115136,Q5JTFWSEBN,57,117062,166611,555,85,4,20.27,36,0.53,Master's,Part-time,Single,0,Yes,Auto,1,0
246896,KSGKT32ANN,67,60674,190258,746,110,1,19.53,60,0.84,Bachelor's,Part-time,Divorced,1,Yes,Home,0,0
122493,BFEQP3UOCH,36,55623,64379,622,111,1,3.81,60,0.37,High School,Unemployed,Single,1,No,Education,1,0
39077,MZN7RGEI3U,25,70133,24695,335,89,3,5.03,24,0.15,Bachelor's,Part-time,Divorced,1,Yes,Auto,0,0
238051,4I7WTX5US1,47,117433,216271,330,3,4,12.23,36,0.24,High School,Part-time,Single,1,No,Other,1,0
188851,SBC7YKFGMZ,52,143230,207947,841,73,1,18.59,36,0.5,PhD,Part-time,Divorced,1,Yes,Other,0,0
169753,TRV0YULMKS,18,49372,143873,424,98,4,15.39,60,0.68,Master's,Part-time,Divorced,0,Yes,Home,0,0
214022,FXZU6BCVJG,31,33361,45351,657,42,4,22.18,48,0.37,Master's,Self-employed,Divorced,0,Yes,Auto,1,1
71872,WJU10NHJHE,50,130415,104007,660,87,3,18.99,60,0.43,High School,Unemployed,Single,1,No,Auto,0,0
38711,NDBNDKADP4,36,86528,150892,837,28,4,3.28,60,0.43,PhD,Part-time,Divorced,1,No,Business,1,0
35965,L1XJUAXFJE,63,69739,65552,643,25,1,2.53,48,0.66,Bachelor's,Self-employed,Married,1,No,Business,0,0
159713,W2BVGCONAD,42,95783,164578,510,47,2,13.69,36,0.47,Bachelor's,Full-time,Single,0,No,Auto,1,0
152919,T3F86MNMJR,50,84658,69422,487,75,1,4.91,60,0.65,High School,Unemployed,Married,0,Yes,Auto,1,0
18799,T1GH12AD0L,30,105506,98436,673,49,3,24.41,24,0.26,Master's,Unemployed,Single,0,Yes,Business,1,0
154922,Q7NJAH69UO,57,51589,133777,418,49,2,4.78,12,0.4,Master's,Full-time,Single,1,No,Business,1,0
130935,S197TM92JU,57,111920,170908,548,104,4,23.98,60,0.15,PhD,Full-time,Single,1,No,Other,0,0
181639,JTB3P5WAYU,33,96122,130286,660,37,3,19.32,24,0.43,Master's,Self-employed,Married,1,No,Home,1,0
120303,UH3LOBG6O4,38,22138,73012,318,21,2,10.21,36,0.13,Bachelor's,Part-time,Married,1,Yes,Auto,0,0
133101,990RT9NW4L,43,84237,26833,667,89,3,8.34,12,0.55,PhD,Part-time,Married,1,Yes,Auto,0,0
75180,28GWX1W5QT,18,96938,209040,699,118,1,15.02,48,0.86,PhD,Full-time,Divorced,0,Yes,Auto,0,0
76385,LZ448COJF8,61,16474,48113,383,96,4,14.82,12,0.26,Bachelor's,Part-time,Divorced,0,No,Education,1,0
189776,TCX7D8H7EU,65,89426,237392,823,40,4,22.34,60,0.67,PhD,Unemployed,Single,1,No,Home,1,0
211552,W13ZIIMS5X,48,95897,88597,342,24,1,9.27,12,0.32,High School,Part-time,Single,0,Yes,Other,1,0
145016,FE4RGGMF89,50,131628,182085,342,115,4,17.82,36,0.57,High School,Unemployed,Married,1,Yes,Education,0,0
43756,71KIYI3F8A,56,96949,248691,666,87,2,20.43,12,0.19,Master's,Part-time,Divorced,0,No,Other,0,0
29622,WPHC94YITX,21,50068,66910,603,70,3,8.68,48,0.17,Master's,Part-time,Divorced,0,Yes,Education,0,0
31330,1NTCUZP580,34,140753,83639,667,93,3,2.44,36,0.19,High School,Unemployed,Single,1,Yes,Other,0,0
134833,GZX6UI11XE,68,37359,154976,457,63,1,19.03,48,0.33,High School,Full-time,Divorced,1,No,Home,1,0
7784,MOCRG44RRR,62,93206,41601,617,14,2,12.47,12,0.76,Master's,Unemployed,Single,0,No,Education,0,0
115246,XEGW5HKTS2,45,146975,63528,799,31,3,9.67,24,0.8,High School,Unemployed,Divorced,0,Yes,Auto,1,0
65866,VYDXTP4J0V,49,29087,142372,764,96,4,23.19,60,0.28,Master's,Full-time,Married,0,Yes,Auto,1,0
186153,NNQPAF30PA,59,73059,109634,553,29,4,11.3,12,0.35,Master's,Unemployed,Divorced,0,Yes,Home,1,0
228495,CEYWJKBPC8,47,45676,190991,840,12,2,11.74,36,0.23,Bachelor's,Part-time,Divorced,1,Yes,Education,1,0
141013,4NA9LKDJ2F,19,59665,151135,795,12,4,15.13,12,0.71,PhD,Unemployed,Single,1,No,Other,0,0
108409,2NFQG7J1P7,44,68704,184923,307,63,4,16.81,60,0.84,Master's,Part-time,Single,0,Yes,Home,1,0
208495,H8BLSPSABP,24,137703,166596,526,80,4,22.34,36,0.13,PhD,Part-time,Divorced,0,Yes,Home,0,0
79924,LPJBLZDWGU,23,76633,45735,597,29,3,21.05,36,0.82,PhD,Self-employed,Single,0,Yes,Other,0,1
122568,ERA8KFJU6P,66,42753,102594,606,33,2,6.46,12,0.13,Master's,Unemployed,Divorced,0,Yes,Auto,0,0
67554,7VDORF9MIG,30,85284,249738,467,43,3,3.61,12,0.14,High School,Unemployed,Married,1,Yes,Education,1,0
184607,VAC820ZAW9,54,29600,86531,376,65,3,20.63,24,0.63,Master's,Part-time,Single,1,No,Business,1,1
153345,XWJWSQ0B52,28,145058,104614,757,21,4,10.7,12,0.37,Master's,Unemployed,Married,1,Yes,Education,1,0
88928,VJWF61X2N3,19,83096,221338,363,20,1,23.63,36,0.5,Master's,Full-time,Married,0,Yes,Auto,0,0
75826,R11RW3I1U5,64,91812,36439,716,56,2,8.22,12,0.77,High School,Self-employed,Single,1,Yes,Auto,0,0
244529,J8JDFXCIFV,29,123653,248974,645,4,2,24.27,12,0.16,PhD,Part-time,Single,1,No,Auto,0,0
95175,NXNVJ8A0B2,69,77797,196431,382,27,3,15.83,36,0.36,High School,Unemployed,Married,0,Yes,Business,1,0
177248,3LKMQRKHO3,22,129708,41053,469,60,4,12.44,60,0.47,Master's,Part-time,Married,1,No,Auto,1,0
136226,V2VKE64F7V,22,47694,190515,748,48,4,10.74,60,0.58,PhD,Unemployed,Divorced,0,No,Other,0,0
254760,F9QIYQR5KM,36,119549,168731,415,62,4,9.33,60,0.8,High School,Unemployed,Single,1,No,Home,0,0
181461,4956YSW9TI,62,34213,176609,742,98,2,6.5,12,0.54,Master's,Unemployed,Married,1,Yes,Home,1,0
144555,TG7U8328I8,65,141809,54368,757,104,1,15.53,36,0.51,Bachelor's,Part-time,Married,0,Yes,Other,1,0
45133,0FIP5U62F9,42,30277,245946,757,37,2,15.53,12,0.44,Master's,Self-employed,Single,1,Yes,Other,0,1
239184,CGGKVW837M,53,112749,19496,581,19,2,20.19,24,0.1,High School,Part-time,Single,0,No,Business,1,0
67562,BT3ZBBCF5R,44,127654,21662,768,44,3,18.18,60,0.71,Master's,Self-employed,Married,0,No,Home,1,0
193337,BMD0M4TR2U,34,116066,129002,486,58,1,7.56,24,0.5,Master's,Self-employed,Divorced,0,No,Auto,1,0
730,6TR6T425TP,66,144062,145109,581,64,3,16.73,60,0.76,Master's,Full-time,Single,1,No,Auto,0,0
103924,0WRBEDFVVH,21,68487,192490,771,48,4,24.28,60,0.85,Master's,Unemployed,Married,1,No,Business,1,0
92333,GS5U3ZCQEA,35,30716,110120,336,34,3,22.27,24,0.63,Bachelor's,Unemployed,Divorced,0,No,Home,0,0
163625,H80FTT06VG,38,92049,51342,373,102,1,15.62,36,0.19,Master's,Full-time,Divorced,0,No,Home,1,0
167172,2L7V25UUVD,38,93297,10904,771,74,2,14.12,48,0.16,High School,Unemployed,Divorced,1,Yes,Auto,0,0
34075,XVCIODVLPY,31,69367,23351,428,76,1,10.92,48,0.2,Master's,Part-time,Single,0,Yes,Other,1,1
31338,TB9U2IKF22,45,61570,165993,326,97,4,24.81,12,0.34,Bachelor's,Self-employed,Married,0,No,Education,0,0
87184,81SM5AOCOC,43,38526,125758,582,106,4,23.87,12,0.63,PhD,Self-employed,Divorced,1,Yes,Auto,0,0
68897,QY9HBQZLXW,30,17054,153767,742,115,4,10.78,36,0.7,PhD,Full-time,Married,0,No,Business,1,0
186285,4QU07WP2RX,40,91789,166209,699,105,3,2.3,60,0.23,Master's,Unemployed,Single,1,No,Home,0,0
194150,HJSK72SQ6S,39,121551,107703,594,46,1,13.34,12,0.36,Bachelor's,Unemployed,Divorced,0,Yes,Other,1,0
101301,3AVXN0N5M0,55,106953,158012,511,32,4,9.95,24,0.82,Master's,Self-employed,Married,0,No,Auto,0,0
204895,RQCECL71T2,46,117881,199359,719,1,3,16.26,36,0.12,High School,Part-time,Single,0,Yes,Home,0,1
63605,YGP2ENL73M,30,127407,68207,477,71,1,16.32,48,0.76,Master's,Full-time,Single,0,No,Education,0,0
45690,HNYAM239ZQ,28,101151,191470,658,55,4,10.87,48,0.21,Bachelor's,Part-time,Divorced,1,No,Education,0,0
78467,IEOSH1RDTN,58,51075,198161,320,117,2,7.42,48,0.32,Bachelor's,Unemployed,Single,0,Yes,Other,1,0
209724,JOJWYBP1KD,38,69809,113704,300,20,2,15.34,24,0.58,PhD,Unemployed,Divorced,1,No,Home,0,1
88941,MDP9YAUSPT,19,127715,193598,303,93,1,18.47,60,0.74,Master's,Self-employed,Married,1,Yes,Auto,1,0
106616,UL4AJAD875,18,63737,44226,804,55,3,10.44,24,0.76,High School,Self-employed,Married,1,Yes,Auto,0,0
250363,WTGKY75NHG,69,131620,91004,326,62,1,22.21,12,0.42,High School,Full-time,Single,0,Yes,Other,1,0
54913,ITVJO5E505,61,134167,19015,329,3,4,20.29,24,0.41,High School,Part-time,Married,1,Yes,Home,1,0
129175,XCB2GV2OF4,61,147330,157306,562,1,2,4.1,12,0.47,PhD,Self-employed,Single,1,No,Business,0,0
94564,LBIJ0WFOC4,25,85396,186328,828,118,3,3.41,12,0.52,Master's,Full-time,Married,1,Yes,Home,0,0
235836,OH5WSRBXA1,24,43424,101219,638,26,2,11.33,24,0.81,PhD,Part-time,Single,1,No,Education,1,0
174104,YFFTQUANQ0,38,84224,76689,470,83,2,15.98,48,0.11,Master's,Unemployed,Married,0,Yes,Other,1,0
72825,7I3DM4C42F,66,70442,180565,696,64,4,21.37,24,0.89,High School,Unemployed,Married,0,No,Auto,1,0
99980,16N71BW1CT,32,28027,217698,831,45,1,11.27,60,0.89,Master's,Full-time,Divorced,1,Yes,Auto,1,0
111695,NH8WB58WPK,31,51094,58312,442,25,2,11.6,36,0.69,Bachelor's,Unemployed,Divorced,0,Yes,Education,0,0
161567,78AIDZ0CGC,34,33857,113339,592,94,3,8.35,12,0.76,Master's,Part-time,Single,1,Yes,Other,1,0
158095,R13DBA6XLG,64,124984,221936,684,60,1,20.11,48,0.73,PhD,Unemployed,Single,0,No,Other,0,0
54610,HLAEMV3FQJ,20,95110,42073,669,107,3,3.51,36,0.6,High School,Self-employed,Divorced,0,No,Home,1,0
174762,MO8BKJYAML,50,37723,164688,509,88,4,5.61,48,0.68,High School,Unemployed,Divorced,0,Yes,Auto,0,0
45947,A2YE6K0WHE,53,23173,68729,319,87,1,18.65,12,0.81,PhD,Self-employed,Married,1,Yes,Other,0,0
46892,NPHVJKYR8O,32,127979,106965,552,24,3,8.81,12,0.26,PhD,Part-time,Divorced,1,Yes,Home,1,0
24797,8CE8BIM8QW,51,58222,205113,344,54,2,16.04,48,0.36,Master's,Full-time,Divorced,0,No,Auto,0,0
52506,UTFD2O71A7,40,29993,49663,614,25,3,16.47,36,0.38,High School,Self-employed,Divorced,0,No,Home,0,0
15931,ZRCOZMWQ0X,45,148180,16709,646,64,4,19.9,24,0.48,Master's,Unemployed,Married,1,Yes,Business,0,0
184630,MLKFT6BFP4,27,54951,144045,359,15,1,14.42,48,0.28,PhD,Unemployed,Divorced,0,No,Other,0,1
113147,RY8PUM2W54,48,52941,65340,742,94,2,10.62,48,0.44,Master's,Self-employed,Divorced,0,Yes,Auto,1,0
108299,RAN8O3AAXJ,55,138583,116913,487,83,3,16.0,12,0.87,Master's,Unemployed,Single,1,No,Auto,0,1
189032,HO2VGK7B2T,41,129466,139467,707,112,4,23.76,36,0.16,PhD,Full-time,Divorced,1,No,Other,0,0
244719,SMLOFZFZYG,40,72509,210989,555,49,2,7.62,12,0.68,PhD,Part-time,Married,1,Yes,Business,0,0
94656,EXZ0K2GMME,45,112396,19250,413,51,2,9.86,60,0.56,High School,Unemployed,Divorced,1,Yes,Other,0,0
165973,EEA7CVI1YJ,31,29730,6511,767,73,1,12.55,60,0.23,Master's,Part-time,Divorced,0,No,Other,1,0
166272,7AZ27KO2YO,44,15438,103385,764,99,4,6.29,36,0.4,Bachelor's,Full-time,Single,1,No,Auto,1,0
150388,94LJBV8362,67,143214,128986,663,85,2,5.18,48,0.65,Master's,Full-time,Married,0,No,Education,0,0
194554,NA9MM4B92E,29,134790,28501,508,94,3,18.49,24,0.75,Bachelor's,Part-time,Divorced,1,Yes,Home,1,0
113019,B0I5CSLT94,27,27152,59468,508,61,2,21.77,60,0.12,High School,Part-time,Divorced,0,No,Other,1,0
121674,0L6P771CET,66,134753,222122,444,98,4,5.39,24,0.75,Bachelor's,Self-employed,Single,0,No,Other,0,0
231204,YSQ7Y8PWIJ,67,68391,81597,323,103,2,23.82,48,0.89,PhD,Full-time,Single,0,No,Business,1,0
114,OWLIUEFU4I,52,132499,84549,315,48,1,21.42,12,0.47,PhD,Self-employed,Divorced,0,Yes,Other,1,0
7904,UOR8B98JLN,34,114884,79699,689,89,1,7.21,36,0.46,Master's,Part-time,Divorced,0,Yes,Business,0,0
195931,2TGNB60JHV,26,76105,85898,428,84,4,19.01,60,0.2,Master's,Self-employed,Married,1,Yes,Business,1,0
36047,NPWBPVSFIW,23,29785,116678,742,48,2,7.09,36,0.52,High School,Self-employed,Married,0,Yes,Home,0,0
159445,8BJJKM3OFW,31,99340,12584,442,11,4,17.34,24,0.61,Master's,Unemployed,Single,1,No,Auto,0,0
35119,A7MEGNI52Q,56,62118,230552,576,40,2,3.22,36,0.66,Master's,Self-employed,Divorced,0,No,Business,1,0
245420,3PPY8AKXMD,43,81578,148427,604,13,1,23.87,12,0.58,PhD,Self-employed,Single,1,No,Education,1,0
32271,ATY2RIUIIK,44,110118,246086,419,34,4,3.14,48,0.75,High School,Part-time,Divorced,1,No,Home,0,0
119811,ZEMMEXMVNM,61,70154,143959,670,90,4,4.55,24,0.43,PhD,Unemployed,Married,1,Yes,Education,1,0
28805,J5YTC4FSRK,58,119404,35329,800,62,3,6.0,24,0.42,Master's,Self-employed,Divorced,0,No,Home,1,0
250991,A028MPJQNZ,57,79653,145597,300,84,2,4.5,12,0.78,PhD,Unemployed,Single,0,Yes,Home,1,0
178531,MUTLV4EJ2Q,56,53586,192587,682,26,3,15.71,12,0.44,Master's,Unemployed,Divorced,1,Yes,Home,0,1
103915,IRGZ6DSQBP,58,18897,112928,832,69,2,7.1,12,0.25,Bachelor's,Unemployed,Married,1,No,Education,1,0
120527,I237SXLST5,61,107053,153923,723,112,3,24.27,12,0.57,High School,Self-employed,Single,1,No,Business,1,0
198218,8V7RZ1ZLHE,56,65392,141540,769,49,2,8.39,60,0.41,PhD,Part-time,Divorced,1,No,Auto,1,0
245692,N0V5WH5631,18,136164,132796,514,90,2,14.41,12,0.71,PhD,Full-time,Married,0,Yes,Education,1,0
142213,Y21HBVUC8T,37,28170,131378,771,74,2,14.21,60,0.46,Master's,Full-time,Single,0,Yes,Education,0,0
104259,6ZN2T7NWEC,41,118867,101384,438,65,3,16.58,60,0.52,Bachelor's,Part-time,Divorced,0,No,Other,1,0
113778,XVACJD7GLA,21,118553,187025,540,60,2,12.09,36,0.49,PhD,Full-time,Single,1,Yes,Other,0,0
23338,EK52ELPOFG,57,28414,208803,410,117,4,23.11,24,0.81,Bachelor's,Full-time,Divorced,0,Yes,Home,0,0
17874,SNFLGAW19N,39,44795,182739,737,118,4,8.9,12,0.51,PhD,Self-employed,Married,0,Yes,Business,0,0
179776,QOYZWIJJRI,67,145179,149848,362,17,2,24.59,60,0.1,Bachelor's,Self-employed,Divorced,1,No,Auto,0,0
118038,C0FOG7PNSU,60,89940,118024,320,118,2,9.23,36,0.18,PhD,Part-time,Divorced,0,No,Education,1,0
233664,8QMDAE6SM5,68,65539,148269,572,60,3,2.05,60,0.47,High School,Unemployed,Single,0,Yes,Business,0,0
184401,9TF0V3H0MH,27,79172,124433,418,8,4,14.14,24,0.42,High School,Self-employed,Single,1,No,Auto,1,0
43418,9ZOIL38O4F,64,96253,160595,672,23,4,6.67,36,0.76,PhD,Unemployed,Divorced,1,Yes,Home,0,0
241352,IKI48ULSMJ,34,79043,184256,846,16,1,4.78,48,0.29,PhD,Self-employed,Married,1,No,Education,1,0
100989,NNASJR1JUS,37,131878,119707,649,0,1,24.26,24,0.41,PhD,Self-employed,Divorced,1,No,Home,0,0
217055,HXYVE76U0X,59,103999,90591,328,34,3,18.94,12,0.2,Master's,Unemployed,Married,0,Yes,Home,0,0
186233,62OAKXVYP1,66,91353,159454,843,33,1,23.43,48,0.35,Bachelor's,Self-employed,Married,0,Yes,Business,0,0
187218,XAG7K5L3BX,26,94002,121795,741,65,1,11.72,12,0.47,Master's,Full-time,Single,1,Yes,Home,0,0
244812,RI0ZEX44QO,25,126724,232310,409,14,4,19.9,12,0.7,PhD,Part-time,Single,0,Yes,Education,1,1
185321,OCIZ8RD3JY,58,25048,118846,722,94,2,13.33,36,0.63,High School,Self-employed,Married,0,Yes,Auto,1,0
52133,CDG3OLTCMP,68,67383,234604,404,119,2,20.36,12,0.32,High School,Unemployed,Married,0,Yes,Home,1,0
198357,A7E8YG3UP8,48,43411,225676,370,107,3,12.07,60,0.88,High School,Part-time,Married,1,No,Education,0,1
118943,IQ4UUAU3B3,45,73859,49218,332,119,1,18.84,48,0.78,High School,Full-time,Divorced,1,Yes,Home,0,0
183022,X8B5FRDLF7,66,44601,238753,691,1,1,6.09,12,0.47,PhD,Self-employed,Divorced,0,Yes,Business,1,0
168356,XC0ZOUEDNF,42,53862,80651,619,51,2,4.37,36,0.2,Master's,Part-time,Divorced,0,Yes,Other,1,0
218182,L9B7KAHL0H,67,28004,147002,404,111,1,16.38,60,0.49,Bachelor's,Unemployed,Single,1,No,Home,0,0
198565,MWM69G51DO,36,87391,143474,615,77,4,14.33,12,0.85,High School,Full-time,Single,1,No,Auto,1,0
88230,YQVL3ENS8C,30,67957,208337,500,64,1,19.26,12,0.83,High School,Self-employed,Married,1,No,Business,0,0
161206,FCBW306LXP,61,93460,75440,731,10,4,8.6,48,0.83,High School,Part-time,Married,0,Yes,Education,1,0
52356,50HXTR6Q4S,59,38511,237584,698,10,3,5.03,36,0.64,Bachelor's,Part-time,Single,0,Yes,Business,0,0
130210,V617KCXWAD,48,57495,10665,355,81,1,23.85,48,0.42,High School,Part-time,Married,1,No,Other,0,0
69868,RMMANL9WNX,27,128245,15431,648,104,3,19.93,36,0.79,Master's,Unemployed,Single,1,No,Business,1,0
219532,4050234E6E,45,145520,221338,652,87,2,6.23,24,0.29,PhD,Full-time,Married,1,Yes,Other,1,0
237056,1QTVM28R1K,26,34841,79009,776,111,4,9.09,24,0.58,PhD,Self-employed,Married,0,Yes,Home,1,0
153073,DPNPX06VJ5,44,83721,137133,503,78,4,2.85,24,0.8,Master's,Unemployed,Divorced,0,Yes,Other,0,0
4176,JSYVXWRGYY,49,124012,62406,485,97,3,9.7,24,0.75,Bachelor's,Full-time,Single,0,No,Other,0,1
42308,NMQC4CZQ7M,42,53836,207835,392,7,1,23.94,36,0.19,High School,Full-time,Married,1,Yes,Other,0,1
57500,I7N6EA2JR9,31,34958,74057,380,82,4,18.47,24,0.42,PhD,Full-time,Single,0,Yes,Education,1,0
248019,8V06M6M447,48,125178,213306,652,42,1,20.51,36,0.32,Master's,Full-time,Single,0,Yes,Auto,1,0
66438,047P8DA12K,47,65468,238593,502,45,3,18.56,24,0.52,Master's,Unemployed,Single,0,No,Home,0,1
69184,BBXMDF2TVA,19,26641,68482,815,46,1,4.93,60,0.26,Master's,Part-time,Single,0,No,Business,0,0
12453,9T2KQWBUA4,60,81319,91326,374,28,1,22.28,24,0.83,Master's,Full-time,Divorced,0,No,Auto,0,0
83504,TZR8Z9EMG2,62,18406,215103,423,58,1,12.1,24,0.53,PhD,Self-employed,Single,0,No,Auto,1,0
191382,N2N5UJ8INF,62,59746,62864,393,4,2,20.96,12,0.62,Bachelor's,Self-employed,Divorced,1,No,Auto,0,0
193729,IJKZZUNKJG,40,142391,241843,507,112,2,2.29,36,0.41,Bachelor's,Full-time,Married,0,No,Education,0,0
151167,GQVOMS10D6,48,34705,162185,393,15,1,3.72,48,0.25,High School,Self-employed,Married,0,Yes,Home,1,0
146714,L8W7GD16BC,38,63667,247497,471,49,4,3.71,60,0.37,High School,Full-time,Single,1,No,Education,1,1
186084,KCTVCEKZEH,46,17831,202451,313,47,4,21.51,60,0.12,High School,Unemployed,Divorced,1,No,Home,0,1
178261,U995I4RNHJ,58,112310,214788,647,15,1,24.38,12,0.22,PhD,Part-time,Single,0,Yes,Other,0,0
33378,UZVGLV0148,28,77212,77780,463,86,4,2.12,48,0.71,High School,Unemployed,Married,0,No,Auto,0,0
164185,1EGIYHKRE7,68,131039,88238,530,23,2,22.93,36,0.7,High School,Unemployed,Single,1,No,Education,0,0
147546,F3J8X3FFGN,48,64356,146125,592,73,1,23.78,24,0.31,Bachelor's,Unemployed,Divorced,0,No,Education,0,1
25309,TTK1TEAFA1,31,62275,239934,376,23,4,23.85,36,0.42,Bachelor's,Self-employed,Divorced,0,Yes,Education,1,1
92317,B1QHVO5WDQ,59,108220,246236,336,99,1,4.17,12,0.25,Master's,Unemployed,Single,0,Yes,Other,1,0
231179,CSC8ANR1J3,50,145292,12752,701,57,2,20.69,60,0.65,PhD,Unemployed,Divorced,1,No,Other,1,0
53858,P4WMENPIUQ,50,51127,194678,406,80,2,24.2,24,0.51,High School,Self-employed,Married,0,Yes,Home,0,0
206428,L9GEH2W96C,23,92988,126024,791,26,1,22.17,36,0.26,PhD,Unemployed,Married,1,Yes,Other,0,0
210810,TIPOAUUVQD,43,35789,15535,362,65,3,22.47,24,0.62,Master's,Part-time,Married,1,Yes,Education,1,0
60794,5HBTKBYZYR,64,134320,96343,683,113,1,11.64,24,0.27,Master's,Full-time,Divorced,1,No,Other,1,0
105833,CDJE64Q8V0,38,40867,52753,380,25,1,9.7,60,0.52,Bachelor's,Full-time,Married,1,Yes,Home,0,0
223939,BUCXKY5T7V,49,80219,50041,782,18,1,23.77,24,0.37,High School,Part-time,Married,1,No,Business,1,0
37018,U54DDVMOXE,68,70658,76196,493,13,1,24.72,24,0.41,Master's,Full-time,Divorced,0,Yes,Business,1,0
27260,UIK47VI44U,65,149735,47186,373,94,3,22.09,24,0.52,Bachelor's,Full-time,Married,1,Yes,Auto,1,0
203989,7D3Y6SA8Z1,29,146283,67451,449,43,1,5.87,12,0.9,High School,Part-time,Married,1,Yes,Home,1,0
198677,EUK922FTG6,22,124769,46803,797,109,2,20.88,24,0.25,High School,Unemployed,Married,0,No,Business,0,0
171778,YNVIOJ8DPI,31,17787,76651,307,83,3,13.7,36,0.36,Master's,Part-time,Married,1,Yes,Auto,1,0
42077,S45EMWJAET,29,47480,227216,546,51,4,16.12,36,0.19,PhD,Full-time,Single,0,No,Home,1,0
46965,K216OAW8XU,24,40794,160756,327,69,3,24.89,36,0.62,Master's,Self-employed,Divorced,0,No,Home,0,1
